sensor_1,sensor_2,sensor_3,operational_hours,maintenance,RUL
0.4967141530112327,1.3993554365860021,-0.6751782749743815,831,0,4167.779108685377
-0.13826430117118466,0.9246336829127688,-0.14451867071551783,4061,0,937.1372579743511
0.6476885381006925,0.05963036992017413,-0.7924199209999613,4801,0,197.22235898733018
1.5230298564080254,-0.6469367777055739,-0.3079615296390403,2604,0,2393.654227438267
-0.23415337472333597,0.6982233136135899,-1.8936146669537857,714,0,4285.08377216633
-0.23413695694918055,0.3934853854217496,0.21329370737293857,3906,0,1092.7111300304848
1.5792128155073915,0.8951932200277323,0.0012054753622242368,1819,0,3177.2355185195875
0.7674347291529088,0.6351718016819695,-0.8170886310681906,4869,0,126.65000061982076
-0.4694743859349521,1.0495527153193351,0.6592456684324051,1687,0,3307.410676622004
0.5425600435859647,-0.535235211560568,0.9375701376265584,1711,0,3282.4657816523522
-0.46341769281246226,1.3173940656343257,-1.6075598643689741,996,0,3998.2193651438993
-0.46572975357025687,0.19759960469239965,-0.7627247785662142,377,0,4618.250220071343
0.24196227156603412,2.0752608726252655,-0.7691423497872982,4747,0,246.7021392769392
-1.913280244657798,-0.6891878180895679,-0.9399031011088647,1736,0,3261.2445104407952
-1.7249178325130328,1.7359638031652493,0.8294748419317485,2258,0,2738.4039896282115
-0.5622875292409727,0.1979107834626478,-0.19382613877280352,2532,0,2464.9621925127626
-1.0128311203344238,-0.6514180036144483,-0.26451484131061076,4004,1,994.8909564780221
0.3142473325952739,-0.48388583405432156,-2.0038623644067535,4956,0,45.06445734388787
-0.9080240755212109,-0.32034730819432017,0.6354180302092264,3362,0,1639.6574106973942
-1.4123037013352915,0.4241659464019164,-1.2392583948534726,1549,0,3454.884806847181
1.465648768921554,0.5228354880354996,0.05993263026632825,4600,0,401.8363899599576
-0.22577630048653566,-0.573700003938579,0.2773769379581917,1332,0,3670.3584893264247
0.06752820468792384,-0.02435459226098284,1.360658595838651,4217,0,783.9546571181589
-1.4247481862134568,2.1422703586118637,-1.308820399119112,777,0,4224.54595534488
-0.5443827245251827,1.7275431701007113,-3.0195121558208253,2758,0,2245.382307055125
0.11092258970986608,0.4363236696740321,0.18384954475369486,2128,0,2874.651211250987
-1.1509935774223028,0.03800347816820029,1.8005111815108537,3858,0,1143.9636901687306
0.37569801834567196,0.1200313267182613,1.2389463529394373,4724,0,276.22901447072724
-0.600638689918805,0.6135179727304166,0.20965941527462578,2137,0,2863.006475772641
-0.2916937497932768,-1.0227925651984056,-0.49163618563204736,2749,0,2252.812598273265
-0.6017066122293969,-0.2573765374233451,0.8071225966373103,756,0,4245.86455882628
1.8522781845089378,-1.6685840738775894,-0.9735461997044687,265,0,4737.654410915353
-0.013497224737933921,0.39922312260527926,0.47635776935621926,4691,0,310.7923272481297
-1.0577109289559004,0.647195939702741,0.5054701591666269,689,0,4312.697372078216
0.822544912103189,-0.483186462299374,1.0602099074988798,4624,0,376.2978037209136
-1.2208436499710222,1.5739867632900328,2.7596600389110777,2921,0,2076.1850005686833
0.2088635950047554,-1.2257656630023412,0.39241596717876703,4358,0,639.8094866695023
-1.9596701238797756,-1.4643748802098202,-0.5089636257074988,1362,0,3639.742495299299
-1.3281860488984305,0.22445181855997204,-0.025574312191994436,171,0,4831.87180384183
0.19686123586912352,1.0470983026121545,-1.7690759048891183,3616,0,1387.3969202082376
0.7384665799954104,1.6839276914578687,-0.6947131310890582,4850,0,151.66923906787346
0.1713682811899705,-0.45888426286894,-0.409282438113104,3680,0,1322.3660374876656
-0.11564828238824053,1.0786808334312956,-0.5240883979345925,368,0,4633.927093334557
-0.3011036955892888,-0.03850846950070721,0.152354872033722,1876,0,3126.1143506276135
-1.4785219903674274,-0.17262729994081963,-0.8224199323822006,2562,0,2442.587919850304
-0.7198442083947086,0.8836599374866724,1.1210306673244714,1368,0,3635.3030734538875
-0.4606387709597875,0.6523228784134196,0.00020706491819709385,1115,0,3888.1111822815155
1.0571222262189157,-1.5763921569842494,-0.009300321138614417,2822,0,2181.6397525334196
0.3436182895684614,1.4765403497258958,-0.32789471651291785,1183,0,3819.147488610638
-1.763040155362734,1.3800913541474515,0.15519068385897913,4201,0,801.3752467279943
0.324083969394795,-0.6255627015095294,0.8250982646676347,506,0,4495.851627195441
-0.38508228041631654,0.39580353343740904,-0.8671302157109003,3176,0,1826.7080361581313
-0.6769220003059587,0.4940301862827388,-0.6581164890752567,1085,0,3918.5490444612296
0.6116762888408679,0.2606737658239071,-0.30372602877666466,3703,0,1299.9804204353416
1.030999522495951,-0.5503051538454201,-1.345870923473215,4585,0,418.8455969901643
0.9312801191161986,-0.6716233679380516,-0.8192578597214978,809,0,4195.405198098708
-0.8392175232226385,-0.025554070991445278,-0.47622087354465903,2718,0,2287.7461905664663
-0.3092123758512146,1.1727290192593647,0.8743891807127275,4949,0,55.00828474234552
0.33126343140356396,0.5436001545944323,0.26256132900192497,1511,1,3491.8708598273456
0.9755451271223592,-0.37061433208610595,0.19358991136754436,4721,0,281.0723391209418
-0.47917423784528995,0.7716987106483447,0.8508979621679722,1585,0,3415.9289166859708
-0.18565897666381712,-2.8485426206300755,-0.13737178839939665,3050,0,1954.1004900716641
-1.1063349740060282,1.1487657003721035,0.3904648499288896,4751,0,252.6675944953691
-1.1962066240806708,-1.7397137787780996,-0.10322175293249623,3034,0,1972.7067366511603
0.812525822394198,-0.36244094140313216,0.26536234939962844,4214,0,791.9912894207697
1.356240028570823,-1.1196698946261439,-0.5827586576115821,4770,0,236.33747794443659
-0.07201012158033385,-1.2946814757209058,-2.438817158276429,1103,0,3907.1429867000143
1.0035328978920242,1.1608267873785194,-0.13427916218630415,2566,0,2442.11290617693
0.36163602504763415,-0.46770120131189136,1.42274813609994,2566,0,2440.7962232170944
-0.6451197546051243,0.3465038817307158,0.9262154022415924,2038,0,2968.168623687727
0.36139560550841393,-0.04692057887918407,0.9653974845911707,2039,1,2965.888751176507
1.5380365664659692,0.47704082722312147,1.2361307218062179,1735,0,3266.6375430610115
-0.03582603910995154,0.07682189106025536,0.08865759096143744,1798,0,3203.5078896181
1.5646436558140062,-1.2829922241885696,0.1973157074055956,4627,0,374.0289224790687
-2.6197451040897444,0.99626681944714,-0.6176518954343502,2191,0,2812.2700526591457
0.8219025043752238,-0.4937565831613125,-0.31607285602704976,1995,0,3008.2579795939587
0.08704706823817122,-1.556581898659751,0.6157711497711416,4340,0,664.1117432746092
-0.29900735046586746,-0.4281151609659125,1.2038844371688162,3498,0,1505.634981348872
0.0917607765355023,1.5007597906343109,-0.13944627568099954,1173,0,3829.1819070573833
-1.9875689146008928,0.8502217421134929,-0.4501892648514116,2502,0,2501.769443494722
-0.21967188783751193,-0.3486521344078592,0.0005279588565972928,4995,1,9.337239558110923
0.3571125715117464,-0.3492577043184288,0.6012067489291149,3312,0,1691.7281779419884
1.477894044741516,-0.3216350512173826,-1.4438548161335418,4137,0,867.015773764598
-0.5182702182736474,2.076747983560841,-2.296180953137238,1251,0,3753.7534769524477
-0.8084936028931876,0.38193545223155334,-0.5505368494915835,2545,0,2460.730571952601
-0.5017570435845365,0.43004164719106963,-1.2207124259141586,2056,0,2951.022999774909
0.9154021177020741,1.0302834540318422,-0.5081401976473109,4658,0,347.5854544008222
